 AP       XCENTER       YCENTER        APSIZE       PIXPEAK          WAVE       WAVEERR             Z          ZERR        SIGNAL         NOISE         RATIO      BBEWREST   BBEWRESTERR       WAVEFIT    WAVEFITERR          FWHM       FWHMERR          FLIM
 28      714.0000      187.1910      55.00000      600.0000      4138.900     0.7425528      1.671982  0.0004793756  1.260585E-17  1.534417E-18      8.215397      7.434879      1.040746      4139.010     0.7889287      14.47728      1.827698  7.384035E-19
 29      714.0000      187.1910      57.00000      600.0000      4138.643     0.6464750      1.671816  0.0004173499  1.177869E-17  1.533963E-18      7.678603      6.947457      1.024339      4138.910     0.7951272      14.45436      1.856076  7.957413E-19
 30      714.0000      187.1910      59.00000      600.0000      4138.869     0.7144878      1.671962  0.0004612574  1.284672E-17  1.614168E-18      7.958722      7.577000      1.086605      4138.947     0.7686244      14.55346      1.629215  7.758398E-19
 31      714.0000      187.1910      61.00000      600.0000      4138.719     0.6303758      1.671865  0.0004069566  1.227049E-17  1.603667E-18      7.651525      7.237407      1.070037      4138.930     0.8174241      14.72448      2.121184  8.261623E-19
 32      714.0000      187.1910      63.00000      600.0000      4138.963     0.8118592      1.672023  0.0005241183  1.215934E-17  1.628106E-18      7.468395      7.171420      1.080650      4139.215     0.8616469      15.45072      3.066458  8.661091E-19
 33      714.0000      187.1910      65.00000      600.0000      4138.986     0.7298756      1.672037  0.0004711915  1.281110E-17  1.684710E-18      7.604335      7.555778      1.122529      4138.998     0.8807773      14.90378      1.748085  8.374495E-19
 34      714.0000      187.1910      67.00000      600.0000      4139.030     0.6004836      1.672066  0.0003876589  1.109881E-17  1.452778E-18      7.639715      6.545831     0.9689583      4139.204     0.7374527      15.12300      1.616562  9.373791E-19
 35      714.0000      187.1910      69.00000      600.0000      4138.833     0.6991099      1.671939  0.0004513298  1.264560E-17  1.656374E-18      7.634506      7.458446      1.104639      4139.080     0.8106365      15.21724      1.879460  8.703582E-19
 36      714.0000      187.1910      71.00000      600.0000      4139.250     0.8020676      1.672208  0.0005177971  1.020042E-17  1.569705E-18      6.498304      6.015659      1.014837      4139.257     0.9139346      15.39542      2.340203  1.037564E-18
 37      714.0000      187.1910      73.00000      600.0000      4138.777     0.8920226      1.671903  0.0005758700  1.285267E-17  1.795144E-18      7.159689      7.580683      1.181381      4139.010     0.9053594      14.82786      2.406927  9.436328E-19
 38      714.0000      187.1910      75.00000      600.0000      4138.728     0.7607806      1.671871  0.0004911430  1.209249E-17  1.743612E-18      6.935309      7.132399      1.140495      4138.907     0.9236743      14.81254      2.306726  9.863284E-19
 39      714.0000      187.1910      77.00000      600.0000      4138.879     0.8235812      1.671968  0.0005316857  1.305860E-17  1.751595E-18      7.455263      7.701951      1.162209      4138.841     0.9812264      15.52311      2.220816  9.785762E-19
 40      714.0000      187.1910      79.00000      600.0000      4138.606     0.7827708      1.671792  0.0005053395  1.275651E-17  1.836340E-18      6.946706      7.524276      1.201553      4138.970     0.8923438      14.38344      2.094805  9.936107E-19
 41      714.0000      187.1910      81.00000      600.0000      4138.833     0.6907334      1.671939  0.0004459221  1.141315E-17  1.598959E-18      7.137861      6.731540      1.051627      4139.051     0.7782974      15.01890      2.120642  1.052729E-18
 42      714.0000      187.1910      83.00000      600.0000      4138.861     0.8339558      1.671957  0.0005383834  1.213904E-17  1.715745E-18      7.075082      7.159626      1.126493      4139.035      1.078131      15.50843      2.390053  1.047623E-18
 43      714.0000      187.1910      85.00000      600.0000      4138.792     0.8458903      1.671912  0.0005460880  1.293882E-17  1.882115E-18      6.874615      7.631464      1.229065      4138.839     0.8701671      14.77935      2.709347  1.044795E-18
 44      714.0000      187.1910      87.00000      600.0000      4138.712     0.6500973      1.671860  0.0004196884  1.322348E-17  1.721560E-18      7.681105      7.799514      1.149675      4138.850     0.6803911      14.68053      1.602571  1.056079E-18
 45      714.0000      187.1910      89.00000      600.0000      4138.651     0.7977385      1.671821  0.0005150022  1.209632E-17  1.918279E-18      6.305819      7.134790      1.234282      4138.694      1.102048      14.51891      2.492299  1.094525E-18
 46      714.0000      187.1910      91.00000      600.0000      4138.600     0.8470560      1.671788  0.0005468405  1.373349E-17  1.809910E-18      7.587938      8.100545      1.205500      4138.783     0.8658376      14.28073      1.907964  1.055721E-18
 47      714.0000      187.1910      93.00000      600.0000      4138.931     0.8182991      1.672002  0.0005282757  1.144274E-17  1.877948E-18      6.093218      6.748836      1.201839      4138.870      1.064109      14.42877      2.179764  1.081611E-18
 48      714.0000      187.1910      95.00000      600.0000      4138.736     0.7757293      1.671876  0.0005007936  1.235194E-17  1.785709E-18      6.917103      7.285413      1.167456      4138.819     0.7462774      14.27083      1.753288  1.053690E-18
 49      714.0000      187.1910      97.00000      600.0000      4138.918     0.8410545      1.671993  0.0005429661  1.127720E-17  1.790430E-18      6.298599      6.651219      1.151735      4138.641     0.9078014      14.31022      1.991761  1.104966E-18
 50      714.0000      187.1910      99.00000      600.0000      4138.988     0.9486732      1.672039  0.0006124423  1.117505E-17  1.860081E-18      6.007831      6.590859      1.187889      4138.684      1.048931      14.10082      2.099332  1.111921E-18
 51      714.0000      187.1910      101.0000      600.0000      4138.838     0.9135962      1.671942  0.0005897974  9.764101E-18  1.828099E-18      5.341122      5.758914      1.149365      4138.762      1.084351      13.73014      2.120254  1.168432E-18
 52      714.0000      187.1910      103.0000      600.0000      4138.716     0.7458988      1.671863  0.0004815357  1.235024E-17  1.783543E-18      6.924556      7.284449      1.166279      4138.496     0.8692061      14.41099      1.774006  1.093839E-18
 53      714.0000      187.1910      105.0000      600.0000      4138.715     0.8144533      1.671862  0.0005257929  1.197440E-17  1.811728E-18      6.609382      7.062773      1.174846      4138.819     0.9171314      14.37041      2.253850  1.116009E-18
 54      714.0000      187.1910      107.0000      600.0000      4138.724     0.9698372      1.671868  0.0006261053  1.294781E-17  2.129904E-18      6.079059      7.636893      1.362675      4138.783      1.096336      14.97135      2.995302  1.143210E-18
 55      714.0000      187.1910      109.0000      600.0000      4139.000      1.029591      1.672047  0.0006646813  1.069219E-17  2.023736E-18      5.283395      6.306061      1.270674      4138.622      1.048888      14.38308      2.973217  1.175243E-18
 56      714.0000      187.1910      111.0000      601.0000      4140.498      2.834412      1.673013   0.001829833  3.967919E-18  2.710311E-18      1.464008      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  1.664193E-18
 57      714.0000      187.1910      113.0000      600.0000      4138.755      1.247305      1.671888  0.0008052324  1.116039E-17  1.902189E-18      5.867128      6.582582      1.210705      4138.722      1.243714      14.54858      3.151760  1.159877E-18
 58      714.0000      187.1910      115.0000      600.0000      4139.050      1.194338      1.672079  0.0007710381  9.040200E-18  2.022044E-18      4.470822      5.331681      1.248204      4138.653      1.284338      14.01501      3.184128  1.206206E-18
 59      714.0000      187.1910      117.0000      600.0000      4138.696     0.8575786      1.671850  0.0005536337  1.085996E-17  1.838751E-18      5.906159      6.405476      1.171448      4138.650      1.032446      14.08177      2.435935  1.138691E-18
 60      714.0000      187.1910      119.0000      600.0000      4138.902     0.9000298      1.671983  0.0005810393  1.039039E-17  1.642604E-18      6.325560      6.128208      1.057369      4138.525     0.6560939      13.60603      1.656011  1.144746E-18
 61      714.0000      187.1910      121.0000      600.0000      4138.822      1.079992      1.671932  0.0006972188  1.075466E-17  1.820859E-18      5.906365      6.343176      1.160020      4138.683     0.7960479      13.22307      1.877513  1.111406E-18
 62      714.0000      187.1910      123.0000      600.0000      4138.764     0.9963350      1.671894  0.0006432118  1.077016E-17  1.900917E-18      5.665770      6.352405      1.204115      4138.706     0.9208758      12.96934      2.005545  1.121411E-18
 63      714.0000      187.1910      125.0000      600.0000      4138.842      1.080708      1.671944  0.0006976809  9.885870E-18  1.906333E-18      5.185805      5.830730      1.194424      4138.662     0.8579549      12.91511      1.877710  1.131730E-18
 64      714.0000      187.1910      127.0000      600.0000      4138.770     0.8533012      1.671898  0.0005508723  1.095329E-17  1.818788E-18      6.022300      6.460409      1.161992      4138.836     0.8293565      13.40489      1.409997  1.169990E-18
 65      714.0000      187.1910      129.0000      601.0000      4139.733      3.301339      1.672520   0.002131271  4.339407E-18  3.111634E-18      1.394575      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  1.605170E-18
 66      714.0000      187.1910      131.0000      600.0000      4138.634      1.326047      1.671810  0.0008560663  1.078546E-17  1.967635E-18      5.481432      6.361630      1.241099      4138.718      1.040230      13.90289      2.056099  1.180856E-18
 67      714.0000      187.1910      133.0000      600.0000      4138.652     0.7608852      1.671822  0.0004912106  1.012268E-17  1.944553E-18      5.205658      5.970674      1.218959      4138.592      1.174250      14.03364      3.236059  1.216406E-18
 68      714.0000      187.1910      135.0000      600.0000      4138.585     0.9427058      1.671778  0.0006085899  1.134570E-17  1.828850E-18      6.203735      6.692159      1.173739      4138.480     0.7086346      13.75401      1.914925  1.244934E-18
 69      714.0000      187.1910      137.0000      600.0000      4138.454     0.7340592      1.671694  0.0004738923  1.045590E-17  1.971199E-18      5.304336      6.167515      1.238429      4138.495      1.110186      13.98541      2.250788  1.249909E-18
 70      714.0000      187.1910      139.0000      600.0000      4138.436     0.8504626      1.671682  0.0005490398  1.055985E-17  1.930652E-18      5.469578      6.228857      1.217499      4138.534     0.9822946      13.59344      1.652055  1.245225E-18
 71      714.0000      187.1910      141.0000      600.0000      4138.805      1.002866      1.671920  0.0006474280  9.574874E-18  2.092178E-18      4.576510      5.647354      1.294265      4138.431      1.214032      13.65158      3.201162  1.269673E-18
 72      714.0000      187.1910      143.0000      600.0000      4138.516      1.153252      1.671734  0.0007445137  9.446195E-18  2.177811E-18      4.337473      5.571846      1.341083      4138.315      1.332549      14.23708      4.249303  1.333549E-18
 73      714.0000      187.1910      145.0000      600.0000      4139.329      3.203732      1.672259   0.002068258  2.910727E-18  2.877809E-18      1.011439      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  1.887779E-18
 74      714.0000      187.1910      147.0000      600.0000      4138.493      1.734547      1.671719   0.001119785  8.993101E-18  2.024453E-18      4.442238      5.304618      1.249164      4138.651      1.298190      14.71989      2.633055  1.400190E-18
 75      714.0000      187.1910      149.0000      600.0000      4138.254      1.070310      1.671565  0.0006909686  1.454676E-17  2.508261E-18      5.799540      8.580961      1.594066      4138.617     0.8875080      13.81306      3.115904  1.454989E-18
 76      714.0000      187.1910      151.0000      600.0000      4138.521      1.264244      1.671737  0.0008161680  9.218352E-18  2.233909E-18      4.126558      5.437447      1.370232      4138.459      1.334440      14.18261      3.401164  1.379847E-18
 77      714.0000      187.1910      153.0000      600.0000      4138.725      1.231937      1.671869  0.0007953109  1.019106E-17  2.199635E-18      4.633066      6.010899      1.362304      4138.518      1.383852      14.75383      3.664136  1.361730E-18
 78      714.0000      187.1910      155.0000      600.0000      4138.311      1.226399      1.671601  0.0007917357  8.524476E-18  2.240327E-18      3.805014      5.028419      1.366473      4138.442      1.900880      13.30855      4.493671  1.398934E-18
 79      714.0000      187.1910      157.0000      600.0000      4138.768      1.017941      1.671896  0.0006571601  8.356812E-18  2.003110E-18      4.171919      4.928973      1.229613      4138.435      1.270239      13.02679      2.358446  1.412620E-18
 80      714.0000      187.1910      159.0000      600.0000      4138.229      1.090307      1.671548  0.0007038781  9.863718E-18  2.289878E-18      4.307529      5.818527      1.409391      4138.327      1.283533      13.29039      2.741686  1.408998E-18
 81      714.0000      187.1910      161.0000      600.0000      4138.362      1.039525      1.671634  0.0006710943  1.327349E-17  2.464345E-18      5.386215      7.829672      1.551140      4138.416      1.006572      14.88344      5.189275  1.459146E-18
 82      714.0000      187.1910      163.0000      600.0000      4138.904      1.162657      1.671985  0.0007505852  7.160265E-18  2.125817E-18      3.368241      4.223092      1.287334      4138.620      1.895518      14.35845      3.879668  1.537256E-18
 83      714.0000      187.1910      165.0000      600.0000      4138.739      1.156636      1.671878  0.0007466985  9.263510E-18  2.429156E-18      3.813469      5.463795      1.481708      4138.874      2.183947      14.56221      6.095391  1.464364E-18
 84      714.0000      187.1910      167.0000      600.0000      4138.678     0.8538606      1.671839  0.0005512335  1.136918E-17  2.137028E-18      5.320088      6.705855      1.343013      4138.670     0.9417053      13.73300      3.574402  1.445398E-18
 85      714.0000      187.1910      169.0000      600.0000      4138.804      1.360005      1.671920  0.0008779892  1.010141E-17  2.251526E-18      4.486474      5.957911      1.390370      4138.664      1.153911      13.32093      2.414000  1.463594E-18
 86      714.0000      187.1910      171.0000      600.0000      4139.238      2.354228      1.672200   0.001519837  6.221577E-18  2.715486E-18      2.291147      3.669162      1.621413      4138.979      3.110607      13.36324      8.158599  1.580715E-18
 87      714.0000      187.1910      173.0000      600.0000      4139.204      1.099437      1.672178  0.0007097724  8.532371E-18  2.230794E-18      3.824814      5.031989      1.360824      4138.854      1.495778      13.39774      4.129595  1.496424E-18
 88      714.0000      187.1910      175.0000      600.0000      4139.237      1.396294      1.672200  0.0009014165  1.014343E-17  2.430744E-18      4.172975      5.982069      1.491977      4138.693      1.307998      13.30577      3.904735  1.490058E-18
 89      714.0000      187.1910      177.0000      600.0000      4139.141      1.156964      1.672137  0.0007469105  9.814881E-18  2.402849E-18      4.084685      5.788442      1.472516      4138.795      1.254000      12.63173      2.968147  1.516549E-18
 90      714.0000      187.1910      179.0000      600.0000      4138.973      1.267986      1.672029  0.0008185836  9.586124E-18  2.338862E-18      4.098627      5.653759      1.433723      4138.984      1.403511      12.53863      3.589160  1.549412E-18
 91      714.0000      187.1910      181.0000      600.0000      4138.654     0.6917217      1.671823  0.0004465602  1.053829E-17  2.144209E-18      4.914766      6.215809      1.335717      4138.476     0.9255973      12.69479      1.819471  1.553150E-18
 92      714.0000      187.1910      183.0000      600.0000      4138.699     0.9621687      1.671852  0.0006211547  9.741193E-18  2.209710E-18      4.408357      5.745598      1.362515      4138.650     0.9344751      12.25225      2.099379  1.561546E-18
 93      714.0000      187.1910      185.0000      600.0000      4138.613      1.252309      1.671797  0.0008084630  1.268205E-17  2.808691E-18      4.515287      7.480341      1.735493      4138.576      1.126682      12.99100      3.977790  1.644332E-18
 94      714.0000      187.1910      187.0000      600.0000      4139.289      1.109373      1.672233  0.0007161864  4.631086E-18  2.302007E-18      2.011760      2.731140      1.370652      4139.145      3.136650      12.49951      5.581002  1.820540E-18
 95      714.0000      187.1910      189.0000      600.0000      4139.139      1.417982      1.672136  0.0009154174  5.982603E-18  2.606762E-18      2.295032      3.528312      1.556596      4138.997      1.891799      12.32249      5.867994  1.760696E-18
 96      714.0000      187.1910      191.0000      600.0000      4138.656     0.9787367      1.671824  0.0006318507  1.031211E-17  2.396641E-18      4.302733      6.082400      1.474816      4138.835      1.241239      12.53295      2.805641  1.626922E-18
 97      714.0000      187.1910      193.0000      600.0000      4138.886      2.477452      1.671973   0.001599388  6.332383E-18  3.516832E-18      1.800593      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  1.781610E-18
 98      714.0000      187.1910      195.0000      600.0000      4139.217     0.8613495      1.672187  0.0005560681  6.940948E-18  2.296854E-18      3.021937      4.093430      1.383811      4139.085      1.587287      12.65825      2.902472  1.772080E-18
 99      714.0000      187.1910      197.0000      600.0000      4139.318      1.007333      1.672252  0.0006503120  4.643863E-18  2.328149E-18      1.994658      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  1.960624E-18
100      714.0000      187.1910      199.0000      600.0000      4139.319      1.052153      1.672252  0.0006792463  4.911538E-18  2.412398E-18      2.035957      2.896513      1.436699      4139.860      2.063978      11.92398      4.382343  1.921304E-18
101      714.0000      187.1910      201.0000      600.0000      4138.805     0.9444758      1.671920  0.0006097326  8.891742E-18  2.205653E-18      4.031342      5.244436      1.350484      4139.003     0.9408177      12.53839      2.683625  1.727563E-18
102      714.0000      187.1910      203.0000      600.0000      4138.904      1.209079      1.671985  0.0007805545  7.758606E-18  2.499240E-18      3.104386      4.575991      1.507599      4139.627      2.053415      13.18296      4.973223  1.764932E-18
103      714.0000      187.1910      205.0000      600.0000      4139.026     0.7664335      1.672063  0.0004947925  8.124283E-18  2.377392E-18      3.417309      4.791525      1.440724      4139.430      1.578659      13.61970      4.920359  1.794385E-18
104      714.0000      187.1910      207.0000      600.0000      4138.863     0.8996463      1.671958  0.0005807917  6.811346E-18  2.482874E-18      2.743331      4.017341      1.490501      4139.424      1.998758      12.30371      4.959143  1.900027E-18
105      714.0000      187.1910      209.0000      600.0000      4139.035     0.9127195      1.672069  0.0005892315  7.204220E-18  2.411311E-18      2.987677      4.248883      1.452149      4139.716      2.199043      13.55281      5.514641  1.930346E-18
106      714.0000      187.1910      211.0000      600.0000      4139.015      1.028789      1.672056  0.0006641635  8.196773E-18  2.558561E-18      3.203665      4.834291      1.545548      4139.681      1.861143      12.25373      5.363503  1.891333E-18
107      714.0000      187.1910      213.0000      600.0000      4138.555     0.9534760      1.671759  0.0006155429  1.087989E-17  2.454601E-18      4.432448      6.417453      1.514272      4139.264      1.214436      12.72251      3.830086  1.850872E-18
108      714.0000      187.1910      215.0000      600.0000      4138.871     0.9179939      1.671963  0.0005926365  6.918232E-18  2.399217E-18      2.883537      4.080375      1.442897      4139.705      1.516100      11.49770      4.692789  1.953637E-18
109      714.0000      187.1910      217.0000      600.0000      4138.765     0.9235080      1.671895  0.0005961963  7.271773E-18  2.455661E-18      2.961228      4.289003      1.478420      4139.969      1.830336      12.89097      4.582634  1.962573E-18
110      714.0000      187.1910      219.0000      601.0000      4139.656      1.131458      1.672470  0.0007304441  3.100184E-18  2.619642E-18      1.183438      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.398221E-18
111      714.0000      187.1910      221.0000      600.0000      4138.990     0.9511864      1.672040  0.0006140648  7.428353E-18  2.581052E-18      2.878033      4.381119      1.552095      4140.359      2.648504      14.13883      7.258933  1.996322E-18
112      714.0000      187.1910      223.0000      600.0000      4138.626      1.058373      1.671805  0.0006832618  9.058562E-18  2.386798E-18      3.795278      5.343058      1.455461      4139.335     0.8409713      12.11398      2.054463  1.905613E-18
113      714.0000      187.1910      225.0000      600.0000      4139.119      1.206387      1.672123  0.0007788165  5.545965E-18  2.832504E-18      1.957972      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.105806E-18
114      714.0000      187.1910      227.0000      600.0000      4138.987      1.076865      1.672038  0.0006951999  5.670783E-18  2.710119E-18      2.092448      3.344535      1.615018      4139.936      2.755827      12.26219      6.491778  2.093170E-18
115      714.0000      187.1910      229.0000      600.0000      4138.876     0.8179207      1.671967  0.0005280314  6.871584E-18  2.516418E-18      2.730701      4.052856      1.510392      4139.883      1.671606      12.63460      4.068075  2.058729E-18
116      714.0000      187.1910      231.0000      600.0000      4139.354      1.175487      1.672275  0.0007588682  5.335767E-18  2.759310E-18      1.933733      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.207613E-18
117      714.0000      187.1910      233.0000      600.0000      4138.983      1.248226      1.672035  0.0008058271  5.438178E-18  2.816370E-18      1.930917      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.290237E-18
118      714.0000      187.1910      235.0000      600.0000      4139.107     0.9760255      1.672116  0.0006301004  4.850670E-18  2.864499E-18      1.693375      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.343126E-18
119      714.0000      187.1910      237.0000      600.0000      4139.520      1.187833      1.672382  0.0007668384  5.072760E-18  2.949620E-18      1.719801      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.421339E-18
120      714.0000      187.1910      239.0000      600.0000      4139.049      1.060355      1.672078  0.0006845418  6.606485E-18  2.636363E-18      2.505909      3.896340      1.578016      4140.145      1.760756      11.88575      6.982912  2.232345E-18
121      714.0000      187.1910      241.0000      600.0000      4139.229      1.243478      1.672195  0.0008027619  6.231086E-18  2.832786E-18      2.199632      3.674778      1.689835      4141.156      3.744895      13.84159      10.77370  2.314783E-18
122      714.0000      187.1910      243.0000      600.0000      4139.234     0.8688159      1.672198  0.0005608883  6.142703E-18  2.935670E-18      2.092436      3.622650      1.749324      4142.465      5.232106      15.64649      10.27917  2.420538E-18
123      714.0000      187.1910      245.0000      600.0000      4139.409     0.9693474      1.672311  0.0006257892  6.619043E-18  2.912620E-18      2.272539      3.903406      1.738706      4142.260      4.269883      16.85888      12.04545  2.426951E-18
124      714.0000      187.1910      247.0000      600.0000      4138.828     0.7894384      1.671936  0.0005096439  8.399028E-18  2.632650E-18      3.190332      4.953800      1.590065      4140.199      1.370976      11.94660      6.042835  2.259437E-18
125      714.0000      187.1910      249.0000      600.0000      4139.381     0.8484995      1.672292  0.0005477724  5.419086E-18  2.866648E-18      1.890391      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.445105E-18
126      714.0000      187.1910      251.0000      601.0000      4139.665      1.174624      1.672476  0.0007583115  3.794708E-18  3.340548E-18      1.135954      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.872461E-18
127      714.0000      187.1910      253.0000      600.0000      4139.125     0.8554531      1.672127  0.0005522615  6.901514E-18  2.939657E-18      2.347727      4.070264      1.756387      4140.573      2.503867      12.18178      8.176516  2.420163E-18
128      714.0000      187.1910      255.0000      600.0000      4138.938     0.9114902      1.672006  0.0005884378  6.864343E-18  2.910478E-18      2.358493      4.048526      1.739237      4140.507      2.024579      10.43993      5.802118  2.426534E-18
129      714.0000      187.1910      257.0000      600.0000      4139.046     0.8925540      1.672076  0.0005762131  5.971778E-18  3.077410E-18      1.940521      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.533380E-18
130      714.0000      187.1910      259.0000      600.0000      4139.562      1.327617      1.672409  0.0008570798  4.027371E-18  3.605973E-18      1.116861      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  2.942769E-18
