 AP       XCENTER       YCENTER        APSIZE       PIXPEAK          WAVE       WAVEERR             Z          ZERR        SIGNAL         NOISE         RATIO      BBEWREST   BBEWRESTERR       WAVEFIT    WAVEFITERR          FWHM       FWHMERR          FLIM
 42      714.0000      187.1910      83.00000      712.0000      4382.227     0.4122844      1.671324  0.0002513209  2.006141E-17  1.321642E-18      15.17915      11.83506      1.130145      4382.608     0.2427593      10.55742     0.5685248  7.261238E-19
 43      714.0000      187.1910      85.00000      712.0000      4382.199     0.4605194      1.671307  0.0002807241  2.070437E-17  1.469633E-18      14.08812      12.21444      1.210208      4382.695     0.3279152      10.84897     0.5860615  7.400736E-19
 44      714.0000      187.1910      87.00000      712.0000      4382.352     0.3997531      1.671400  0.0002436820  2.111731E-17  1.345214E-18      15.69810      12.45762      1.171042      4382.734     0.2311549      10.94272     0.5667423  7.607086E-19
 45      714.0000      187.1910      89.00000      712.0000      4382.355     0.5264633      1.671402  0.0003209223  1.978191E-17  1.479014E-18      13.37506      11.66982      1.188284      4382.717     0.2884735      10.51758     0.5584333  7.339949E-19
 46      714.0000      187.1910      91.00000      712.0000      4382.373     0.4131502      1.671413  0.0002518487  2.143440E-17  1.423252E-18      15.06017      12.64462      1.212002      4382.804     0.2676498      10.94190     0.4619789  7.657882E-19
 47      714.0000      187.1910      93.00000      712.0000      4382.383     0.5025314      1.671419  0.0003063338  1.961589E-17  1.443000E-18      13.59382      11.57181      1.168119      4382.695     0.2697833      10.50748     0.6238081  7.205504E-19
 48      714.0000      187.1910      95.00000      712.0000      4382.411     0.5011796      1.671436  0.0003055097  2.030309E-17  1.389760E-18      14.60907      11.97713      1.165168      4382.780     0.2518477      10.61066     0.6380624  7.323920E-19
 49      714.0000      187.1910      97.00000      712.0000      4382.550     0.4594973      1.671521  0.0002801010  1.955031E-17  1.365542E-18      14.31688      11.53268      1.133325      4382.793     0.2512047      10.39617     0.5287167  7.341571E-19
 50      714.0000      187.1910      99.00000      712.0000      4382.468     0.5334091      1.671471  0.0003251563  1.961308E-17  1.430778E-18      13.70798      11.56993      1.162774      4382.779     0.2699830      10.32814     0.6268666  7.564193E-19
 51      714.0000      187.1910      101.0000      712.0000      4382.404     0.4871489      1.671432  0.0002969569  1.862829E-17  1.365641E-18      13.64070      10.98916      1.107280      4382.715     0.2591504      9.903546     0.6430696  7.558792E-19
